Loading pretrained model weights selectively (backbone)
----------
epoch 1
1/849, train_loss: 0.7788
449/849, train_loss: 0.6877
450/849, train_loss: 0.9048
451/849, train_loss: 0.5659
452/849, train_loss: 0.4661
453/849, train_loss: 0.4525
454/849, train_loss: 0.8623
455/849, train_loss: 0.7742
456/849, train_loss: 0.8799
457/849, train_loss: 0.3779
458/849, train_loss: 0.5583
459/849, train_loss: 0.4207
460/849, train_loss: 0.8062
461/849, train_loss: 0.6058
462/849, train_loss: 0.5947
463/849, train_loss: 0.6035
464/849, train_loss: 0.6788
465/849, train_loss: 0.7546
466/849, train_loss: 0.6134
467/849, train_loss: 0.8215
468/849, train_loss: 0.6249
469/849, train_loss: 0.8735
470/849, train_loss: 0.9448
471/849, train_loss: 0.8669
472/849, train_loss: 0.7024
473/849, train_loss: 0.7617
474/849, train_loss: 0.5675
475/849, train_loss: 0.6874
476/849, train_loss: 0.8496
477/849, train_loss: 0.3539
478/849, train_loss: 0.7002
479/849, train_loss: 0.5472
480/849, train_loss: 0.5123
481/849, train_loss: 0.5757
482/849, train_loss: 0.9934
483/849, train_loss: 0.3344
484/849, train_loss: 0.4945
485/849, train_loss: 0.9180
486/849, train_loss: 0.6180
487/849, train_loss: 0.5149
488/849, train_loss: 0.5750
489/849, train_loss: 0.9939
490/849, train_loss: 0.6543
491/849, train_loss: 0.6510
492/849, train_loss: 0.9214
493/849, train_loss: 0.7947
494/849, train_loss: 0.9658
495/849, train_loss: 0.6002
496/849, train_loss: 0.8870
497/849, train_loss: 0.6404
498/849, train_loss: 0.8157
499/849, train_loss: 0.5898
500/849, train_loss: 0.8501
501/849, train_loss: 0.6328
502/849, train_loss: 0.6418
503/849, train_loss: 0.6379
504/849, train_loss: 0.7253
505/849, train_loss: 0.4623
506/849, train_loss: 0.4440
507/849, train_loss: 0.7749
508/849, train_loss: 0.4618
509/849, train_loss: 0.5469
510/849, train_loss: 0.4586
511/849, train_loss: 0.5073
512/849, train_loss: 0.7144
513/849, train_loss: 0.7185
514/849, train_loss: 0.3734
515/849, train_loss: 0.7061
516/849, train_loss: 0.7141
517/849, train_loss: 0.6765
518/849, train_loss: 0.3594
519/849, train_loss: 0.5923
520/849, train_loss: 0.7400
521/849, train_loss: 0.5967
522/849, train_loss: 0.3507
523/849, train_loss: 0.7401
524/849, train_loss: 0.6064
525/849, train_loss: 0.7249
526/849, train_loss: 0.7170
527/849, train_loss: 0.8662
528/849, train_loss: 0.6772
529/849, train_loss: 0.6006
530/849, train_loss: 0.7981
531/849, train_loss: 0.7107
532/849, train_loss: 0.7083
533/849, train_loss: 0.6702
534/849, train_loss: 0.9292
535/849, train_loss: 0.7808
536/849, train_loss: 1.0813
537/849, train_loss: 0.8171
538/849, train_loss: 0.6257
539/849, train_loss: 0.5813
540/849, train_loss: 0.6160
541/849, train_loss: 0.6107
542/849, train_loss: 0.7964
543/849, train_loss: 0.7673
544/849, train_loss: 0.4800
545/849, train_loss: 0.5435
546/849, train_loss: 0.8298
547/849, train_loss: 0.6324
548/849, train_loss: 0.9524
549/849, train_loss: 0.6425
550/849, train_loss: 0.6515
551/849, train_loss: 0.6421
552/849, train_loss: 0.5869
553/849, train_loss: 0.8030
554/849, train_loss: 0.5566
555/849, train_loss: 0.4651
556/849, train_loss: 0.4983
557/849, train_loss: 0.4907
558/849, train_loss: 0.9539
559/849, train_loss: 0.4756
560/849, train_loss: 0.4823
561/849, train_loss: 0.4377
562/849, train_loss: 0.4539
563/849, train_loss: 0.6710
564/849, train_loss: 0.4037
565/849, train_loss: 1.1846
566/849, train_loss: 0.3682
567/849, train_loss: 0.3661
568/849, train_loss: 1.2642
569/849, train_loss: 1.2539
570/849, train_loss: 1.1748
571/849, train_loss: 1.1606
572/849, train_loss: 0.3860
573/849, train_loss: 0.7136
574/849, train_loss: 0.6620
575/849, train_loss: 0.7030
576/849, train_loss: 1.0542
577/849, train_loss: 1.0068
578/849, train_loss: 0.9883
579/849, train_loss: 0.7739
580/849, train_loss: 0.6184
581/849, train_loss: 0.6669
582/849, train_loss: 0.8274
583/849, train_loss: 0.8176
584/849, train_loss: 0.7048
585/849, train_loss: 0.7617
586/849, train_loss: 1.0078
587/849, train_loss: 0.6597
588/849, train_loss: 0.7231
589/849, train_loss: 0.7666
590/849, train_loss: 0.6255
591/849, train_loss: 0.4612
592/849, train_loss: 0.7690
593/849, train_loss: 0.6550
594/849, train_loss: 0.6628
595/849, train_loss: 0.6169
596/849, train_loss: 0.5906
597/849, train_loss: 0.9351
598/849, train_loss: 0.6333
599/849, train_loss: 0.7920
600/849, train_loss: 0.8433
601/849, train_loss: 0.5837
602/849, train_loss: 0.7109
603/849, train_loss: 0.8330
604/849, train_loss: 0.6162
605/849, train_loss: 0.8394
606/849, train_loss: 0.7898
607/849, train_loss: 0.5737
608/849, train_loss: 0.6331
609/849, train_loss: 0.7539
610/849, train_loss: 0.5840
611/849, train_loss: 0.4510
612/849, train_loss: 0.6664
613/849, train_loss: 0.7495
614/849, train_loss: 0.5898
615/849, train_loss: 0.6792
616/849, train_loss: 0.6196
617/849, train_loss: 0.6392
618/849, train_loss: 0.5725
619/849, train_loss: 0.7258
620/849, train_loss: 0.3979
621/849, train_loss: 0.6870
622/849, train_loss: 0.5001
623/849, train_loss: 0.7930
624/849, train_loss: 0.5110
625/849, train_loss: 0.4741
626/849, train_loss: 0.7776
627/849, train_loss: 0.7476
628/849, train_loss: 0.6633
629/849, train_loss: 0.4962
630/849, train_loss: 0.8010
631/849, train_loss: 0.8577
632/849, train_loss: 0.7227
633/849, train_loss: 0.6919
634/849, train_loss: 0.7000
635/849, train_loss: 1.0732
636/849, train_loss: 0.6262
637/849, train_loss: 0.5701
638/849, train_loss: 0.7117
639/849, train_loss: 0.4575
640/849, train_loss: 0.7079
641/849, train_loss: 0.7690
642/849, train_loss: 0.7256
643/849, train_loss: 0.7803
644/849, train_loss: 0.6401
645/849, train_loss: 0.6389
646/849, train_loss: 0.5754
647/849, train_loss: 0.8137
648/849, train_loss: 0.7800
649/849, train_loss: 0.6372
650/849, train_loss: 0.6204
651/849, train_loss: 0.6652
652/849, train_loss: 0.4241
653/849, train_loss: 0.7717
654/849, train_loss: 0.7893
655/849, train_loss: 1.0806
656/849, train_loss: 0.6482
657/849, train_loss: 0.6091
658/849, train_loss: 0.6497
659/849, train_loss: 0.6277
660/849, train_loss: 0.8242
661/849, train_loss: 0.3282
662/849, train_loss: 0.6375
663/849, train_loss: 0.6553
664/849, train_loss: 0.6821
665/849, train_loss: 0.6494
666/849, train_loss: 0.6516
667/849, train_loss: 0.6948
668/849, train_loss: 0.6216
669/849, train_loss: 0.6499
670/849, train_loss: 0.6301
671/849, train_loss: 0.7986
672/849, train_loss: 0.6335
673/849, train_loss: 0.6165
674/849, train_loss: 0.7549
675/849, train_loss: 0.7449
676/849, train_loss: 0.6184
677/849, train_loss: 0.6350
678/849, train_loss: 0.7517
679/849, train_loss: 0.6294
680/849, train_loss: 0.7893
681/849, train_loss: 0.5518
682/849, train_loss: 0.8478
683/849, train_loss: 0.5906
684/849, train_loss: 0.8125
685/849, train_loss: 0.7612
686/849, train_loss: 0.7244
687/849, train_loss: 0.8096
688/849, train_loss: 0.7151
689/849, train_loss: 0.6536
690/849, train_loss: 0.6841
691/849, train_loss: 0.7126
692/849, train_loss: 0.8977
693/849, train_loss: 0.7437
694/849, train_loss: 0.8031
695/849, train_loss: 0.4951
696/849, train_loss: 0.7429
697/849, train_loss: 0.6528
698/849, train_loss: 0.7168
699/849, train_loss: 0.5288
700/849, train_loss: 0.7493
701/849, train_loss: 0.6904
702/849, train_loss: 0.8265
703/849, train_loss: 0.6443
704/849, train_loss: 0.4791
705/849, train_loss: 0.7192
706/849, train_loss: 0.6335
707/849, train_loss: 0.6748
708/849, train_loss: 0.5725
709/849, train_loss: 0.7246
710/849, train_loss: 0.6711
711/849, train_loss: 0.7810
712/849, train_loss: 0.5349
713/849, train_loss: 0.4365
714/849, train_loss: 0.5732
715/849, train_loss: 0.5227
716/849, train_loss: 0.6729
717/849, train_loss: 0.7483
718/849, train_loss: 0.6646
719/849, train_loss: 0.6348
720/849, train_loss: 0.7495
721/849, train_loss: 0.4897
722/849, train_loss: 0.5282
723/849, train_loss: 0.7024
724/849, train_loss: 0.4818
725/849, train_loss: 0.6309
726/849, train_loss: 0.7664
727/849, train_loss: 0.7690
728/849, train_loss: 0.7371
729/849, train_loss: 0.6233
730/849, train_loss: 0.7310
731/849, train_loss: 0.8721
732/849, train_loss: 0.8455
733/849, train_loss: 0.5757
734/849, train_loss: 0.9058
735/849, train_loss: 0.5121
736/849, train_loss: 0.7434
737/849, train_loss: 0.6206
738/849, train_loss: 0.8945
739/849, train_loss: 0.7012
740/849, train_loss: 0.6343
741/849, train_loss: 0.7568
742/849, train_loss: 0.7349
743/849, train_loss: 0.7695
744/849, train_loss: 0.7678
745/849, train_loss: 0.5275
746/849, train_loss: 0.7542
747/849, train_loss: 0.8484
748/849, train_loss: 0.5510
749/849, train_loss: 0.7402
750/849, train_loss: 0.6008
751/849, train_loss: 0.6741
752/849, train_loss: 0.6807
753/849, train_loss: 0.5669
754/849, train_loss: 0.5776
755/849, train_loss: 0.8308
756/849, train_loss: 0.5978
757/849, train_loss: 0.5884
758/849, train_loss: 0.5978
759/849, train_loss: 0.7095
760/849, train_loss: 0.5450
761/849, train_loss: 0.3696
762/849, train_loss: 0.9041
763/849, train_loss: 0.2466
764/849, train_loss: 0.3682
765/849, train_loss: 0.6184
766/849, train_loss: 0.9524
767/849, train_loss: 0.5103
768/849, train_loss: 0.5219
769/849, train_loss: 0.4469
770/849, train_loss: 0.5364
771/849, train_loss: 0.5276
772/849, train_loss: 0.6376
773/849, train_loss: 0.9824
774/849, train_loss: 0.5516
775/849, train_loss: 0.7542
776/849, train_loss: 0.5258
777/849, train_loss: 0.7863
778/849, train_loss: 0.9548
779/849, train_loss: 0.8931
780/849, train_loss: 0.9219
781/849, train_loss: 0.5498
782/849, train_loss: 0.6246
783/849, train_loss: 0.9233
784/849, train_loss: 0.9419
785/849, train_loss: 0.7179
786/849, train_loss: 0.7839
787/849, train_loss: 0.7129
788/849, train_loss: 0.7539
789/849, train_loss: 0.9006
790/849, train_loss: 0.5554
791/849, train_loss: 0.6086
792/849, train_loss: 0.6855
793/849, train_loss: 0.8103
794/849, train_loss: 0.5470
795/849, train_loss: 0.6158
796/849, train_loss: 0.8115
797/849, train_loss: 0.8184
798/849, train_loss: 0.5999
799/849, train_loss: 0.9685
800/849, train_loss: 0.6290
801/849, train_loss: 0.5634
802/849, train_loss: 0.7639
803/849, train_loss: 0.6443
804/849, train_loss: 0.5579
805/849, train_loss: 0.6812
806/849, train_loss: 0.7678
807/849, train_loss: 0.5109
808/849, train_loss: 0.5406
809/849, train_loss: 0.7571
810/849, train_loss: 0.7295
811/849, train_loss: 0.7373
812/849, train_loss: 0.7083
813/849, train_loss: 0.6602
814/849, train_loss: 0.7048
815/849, train_loss: 0.6748
816/849, train_loss: 0.7947
817/849, train_loss: 0.6458
818/849, train_loss: 0.8020
819/849, train_loss: 0.6073
820/849, train_loss: 0.6311
821/849, train_loss: 0.6465
822/849, train_loss: 0.7925
823/849, train_loss: 0.8110
824/849, train_loss: 0.8064
825/849, train_loss: 0.5852
826/849, train_loss: 0.8018
827/849, train_loss: 0.8013
828/849, train_loss: 0.6204
829/849, train_loss: 0.6233
830/849, train_loss: 0.6240
831/849, train_loss: 0.5155
832/849, train_loss: 0.7910
833/849, train_loss: 0.7578
834/849, train_loss: 0.7715
835/849, train_loss: 0.7705
836/849, train_loss: 0.8943
837/849, train_loss: 0.6572
838/849, train_loss: 0.6943
839/849, train_loss: 0.7405
840/849, train_loss: 0.4735
841/849, train_loss: 0.6963
842/849, train_loss: 0.6890
843/849, train_loss: 0.5498
844/849, train_loss: 0.7053
845/849, train_loss: 0.5291
846/849, train_loss: 0.4219
847/849, train_loss: 0.8350
848/849, train_loss: 0.5767
849/849, train_loss: 0.5579
epoch 30 average loss: 0.6823
Epoch time duration: 548.6583814620972
current epoch: 30 current accuracy: 0.5284 best accuracy: 0.5452 at epoch 28
----------
Resuming training from checkpoint: outputs/Resnet50/ABIDE_Combined/checkpoint_30.pth
----------
epoch 31
1/849, train_loss: 0.5701
2/849, train_loss: 0.5908
3/849, train_loss: 0.7600
4/849, train_loss: 0.6848
5/849, train_loss: 0.5730
6/849, train_loss: 0.6404
7/849, train_loss: 0.6470
8/849, train_loss: 0.4467
9/849, train_loss: 0.6567
10/849, train_loss: 0.6572
11/849, train_loss: 0.7490
12/849, train_loss: 0.6477
13/849, train_loss: 0.6067
14/849, train_loss: 0.6763
15/849, train_loss: 0.6826
16/849, train_loss: 0.8083
17/849, train_loss: 0.5321
18/849, train_loss: 0.6011
19/849, train_loss: 0.7900
20/849, train_loss: 0.7793
21/849, train_loss: 0.4098
22/849, train_loss: 0.6630
23/849, train_loss: 0.4521
24/849, train_loss: 0.5396
25/849, train_loss: 0.6339
26/849, train_loss: 0.7563
27/849, train_loss: 0.7278
28/849, train_loss: 0.7477
29/849, train_loss: 0.7422
30/849, train_loss: 0.7997
31/849, train_loss: 1.0471
32/849, train_loss: 0.7590
33/849, train_loss: 0.1309
34/849, train_loss: 0.7029
35/849, train_loss: 0.7168
36/849, train_loss: 0.6919
37/849, train_loss: 0.8853
38/849, train_loss: 0.7178
39/849, train_loss: 0.6689
40/849, train_loss: 0.7083
41/849, train_loss: 0.6536
42/849, train_loss: 0.7378
43/849, train_loss: 0.6013
44/849, train_loss: 0.7922
45/849, train_loss: 0.5392
46/849, train_loss: 0.8125
47/849, train_loss: 0.6033
48/849, train_loss: 0.5903
49/849, train_loss: 0.7383
50/849, train_loss: 0.8533
51/849, train_loss: 0.5748
52/849, train_loss: 0.6770
53/849, train_loss: 0.5870
54/849, train_loss: 0.9045
55/849, train_loss: 0.6785
56/849, train_loss: 0.5703
57/849, train_loss: 0.8347
58/849, train_loss: 0.6021
59/849, train_loss: 0.4904
60/849, train_loss: 0.6239
61/849, train_loss: 0.5503
62/849, train_loss: 0.7915
63/849, train_loss: 0.8806
64/849, train_loss: 0.6194
65/849, train_loss: 0.7866
66/849, train_loss: 0.7139
67/849, train_loss: 0.5444
68/849, train_loss: 0.6914
69/849, train_loss: 0.6995
70/849, train_loss: 0.6777
71/849, train_loss: 0.6873
72/849, train_loss: 0.7126
73/849, train_loss: 0.7065
74/849, train_loss: 0.7510
75/849, train_loss: 0.6628
76/849, train_loss: 0.6265
77/849, train_loss: 0.7202
78/849, train_loss: 0.7808
79/849, train_loss: 0.7522
80/849, train_loss: 0.6426
81/849, train_loss: 0.6128
82/849, train_loss: 0.4364
83/849, train_loss: 0.7712
84/849, train_loss: 0.6398
85/849, train_loss: 0.9851
86/849, train_loss: 0.7108
87/849, train_loss: 0.6265
88/849, train_loss: 0.8179
89/849, train_loss: 0.5109
90/849, train_loss: 0.6790
91/849, train_loss: 0.4948
92/849, train_loss: 0.7817
93/849, train_loss: 0.6343
94/849, train_loss: 0.8093
95/849, train_loss: 0.7515
96/849, train_loss: 0.5801
97/849, train_loss: 0.4792
98/849, train_loss: 0.7698
99/849, train_loss: 0.7290
100/849, train_loss: 0.6982
101/849, train_loss: 0.6985
102/849, train_loss: 0.7505
103/849, train_loss: 0.6443
104/849, train_loss: 0.5208
105/849, train_loss: 0.7695
106/849, train_loss: 0.8123
107/849, train_loss: 0.7368
108/849, train_loss: 0.4514
109/849, train_loss: 0.5283
110/849, train_loss: 0.8286
111/849, train_loss: 0.6448
112/849, train_loss: 0.8376
113/849, train_loss: 0.8302
114/849, train_loss: 0.4969
115/849, train_loss: 0.6357
116/849, train_loss: 0.7227
117/849, train_loss: 0.7200
118/849, train_loss: 0.4838
119/849, train_loss: 0.6838
120/849, train_loss: 0.4081
121/849, train_loss: 0.5576
122/849, train_loss: 0.4794
123/849, train_loss: 0.7664
124/849, train_loss: 0.6794
125/849, train_loss: 0.7773
126/849, train_loss: 0.8066
127/849, train_loss: 0.6733
128/849, train_loss: 0.7944
129/849, train_loss: 0.4523
130/849, train_loss: 0.7788
131/849, train_loss: 0.7627
132/849, train_loss: 0.7286
133/849, train_loss: 0.6343
134/849, train_loss: 0.8442
135/849, train_loss: 0.5938
136/849, train_loss: 0.5850
137/849, train_loss: 1.0173
138/849, train_loss: 0.6675
139/849, train_loss: 0.9480
140/849, train_loss: 0.6060
141/849, train_loss: 0.5084
142/849, train_loss: 0.6157
143/849, train_loss: 0.6838
144/849, train_loss: 0.8320
145/849, train_loss: 0.7834
146/849, train_loss: 0.4642
147/849, train_loss: 0.5579
148/849, train_loss: 0.6133
149/849, train_loss: 0.5463
150/849, train_loss: 0.6208
151/849, train_loss: 0.4260
152/849, train_loss: 0.6294
153/849, train_loss: 0.8833
154/849, train_loss: 0.6355
155/849, train_loss: 0.6338
156/849, train_loss: 0.4197
157/849, train_loss: 0.3702
158/849, train_loss: 0.8259
159/849, train_loss: 0.6379
160/849, train_loss: 0.5907
161/849, train_loss: 0.5210
162/849, train_loss: 0.8950
163/849, train_loss: 0.5742
164/849, train_loss: 0.5321
165/849, train_loss: 0.6765
166/849, train_loss: 0.9553
167/849, train_loss: 0.9351
168/849, train_loss: 0.6425
169/849, train_loss: 0.3921
170/849, train_loss: 0.5436
171/849, train_loss: 1.0000
172/849, train_loss: 0.9731
173/849, train_loss: 0.5555
174/849, train_loss: 0.7053
175/849, train_loss: 0.4615
176/849, train_loss: 0.9214
177/849, train_loss: 0.7673
178/849, train_loss: 0.5608
179/849, train_loss: 0.5518
180/849, train_loss: 0.5299
181/849, train_loss: 0.9785
182/849, train_loss: 0.4337
183/849, train_loss: 0.4700
184/849, train_loss: 0.9197
185/849, train_loss: 0.7493
186/849, train_loss: 0.8809
187/849, train_loss: 0.6232
188/849, train_loss: 0.6436
189/849, train_loss: 0.4520
190/849, train_loss: 0.8489
191/849, train_loss: 0.5764
192/849, train_loss: 0.9067
193/849, train_loss: 0.6765
194/849, train_loss: 0.6152
195/849, train_loss: 0.7830
196/849, train_loss: 0.9060
197/849, train_loss: 0.3756
198/849, train_loss: 0.7490
199/849, train_loss: 0.3796
200/849, train_loss: 0.6211
201/849, train_loss: 0.6504
202/849, train_loss: 0.7860
203/849, train_loss: 0.6902
204/849, train_loss: 0.4698
205/849, train_loss: 0.6375
206/849, train_loss: 0.6782
207/849, train_loss: 0.6599
208/849, train_loss: 0.5054
209/849, train_loss: 0.6304
210/849, train_loss: 0.7952
211/849, train_loss: 0.5186
212/849, train_loss: 1.0082
213/849, train_loss: 0.6135
214/849, train_loss: 0.5632
215/849, train_loss: 0.8420
216/849, train_loss: 0.8665
217/849, train_loss: 0.5470
218/849, train_loss: 0.9359
219/849, train_loss: 0.7358
220/849, train_loss: 0.8467
221/849, train_loss: 0.8633
222/849, train_loss: 0.5894
223/849, train_loss: 0.8235
224/849, train_loss: 0.5027
225/849, train_loss: 0.4254
226/849, train_loss: 0.7056
227/849, train_loss: 0.4924
228/849, train_loss: 0.8433
229/849, train_loss: 0.9873
230/849, train_loss: 0.7092
231/849, train_loss: 0.6802
232/849, train_loss: 0.7142
233/849, train_loss: 0.7314
234/849, train_loss: 0.6318
235/849, train_loss: 0.5586
236/849, train_loss: 0.7471
237/849, train_loss: 0.5923
238/849, train_loss: 0.7393
239/849, train_loss: 0.4741
240/849, train_loss: 1.1816
241/849, train_loss: 0.6929
242/849, train_loss: 0.5535
243/849, train_loss: 0.6931
244/849, train_loss: 0.4692
245/849, train_loss: 0.3950
246/849, train_loss: 0.7659
247/849, train_loss: 0.6899
248/849, train_loss: 0.7646
249/849, train_loss: 0.5538
250/849, train_loss: 0.6685
251/849, train_loss: 0.9971
252/849, train_loss: 0.4391
253/849, train_loss: 0.7104
254/849, train_loss: 0.7893
255/849, train_loss: 0.6853
256/849, train_loss: 0.6968
257/849, train_loss: 0.7175
258/849, train_loss: 0.6023
259/849, train_loss: 0.6089
260/849, train_loss: 0.7319
261/849, train_loss: 0.7866
262/849, train_loss: 0.6667
263/849, train_loss: 0.7007
264/849, train_loss: 0.6995
265/849, train_loss: 0.6814
266/849, train_loss: 0.6687
267/849, train_loss: 0.7761
268/849, train_loss: 0.4647
269/849, train_loss: 0.6333
270/849, train_loss: 0.5977
271/849, train_loss: 0.8035
272/849, train_loss: 0.5850
273/849, train_loss: 0.8137
274/849, train_loss: 0.8032
275/849, train_loss: 0.8760
276/849, train_loss: 0.5804
277/849, train_loss: 0.7910
278/849, train_loss: 0.6500
279/849, train_loss: 0.4777
280/849, train_loss: 0.6106
281/849, train_loss: 0.7881
282/849, train_loss: 0.6113
283/849, train_loss: 0.7563
284/849, train_loss: 0.3444
285/849, train_loss: 0.7216
286/849, train_loss: 0.7300
287/849, train_loss: 0.4878
288/849, train_loss: 0.3945
289/849, train_loss: 0.7183
290/849, train_loss: 0.7188
291/849, train_loss: 0.7085
292/849, train_loss: 0.7368
293/849, train_loss: 0.6765
294/849, train_loss: 0.8691
295/849, train_loss: 0.7605
296/849, train_loss: 0.7544
297/849, train_loss: 0.6626
298/849, train_loss: 0.7986
299/849, train_loss: 0.6902
300/849, train_loss: 0.5957
301/849, train_loss: 0.4490
302/849, train_loss: 0.6416
303/849, train_loss: 0.6289
304/849, train_loss: 0.7429
305/849, train_loss: 0.6743
306/849, train_loss: 0.4865
307/849, train_loss: 0.5979
308/849, train_loss: 0.6450
309/849, train_loss: 0.4890
310/849, train_loss: 0.4308
311/849, train_loss: 0.6179
312/849, train_loss: 0.7432
313/849, train_loss: 0.5894
314/849, train_loss: 0.5974
315/849, train_loss: 0.5571
316/849, train_loss: 0.6567
317/849, train_loss: 0.8501
318/849, train_loss: 0.8645
319/849, train_loss: 0.4698
320/849, train_loss: 0.9829
321/849, train_loss: 0.8875
322/849, train_loss: 0.5886
323/849, train_loss: 0.5309
324/849, train_loss: 1.0144
325/849, train_loss: 0.6608
326/849, train_loss: 0.5349
327/849, train_loss: 0.4269
328/849, train_loss: 0.4984
329/849, train_loss: 0.5339
330/849, train_loss: 0.9734
331/849, train_loss: 0.3662
332/849, train_loss: 0.9421
333/849, train_loss: 0.9746
334/849, train_loss: 0.6896
335/849, train_loss: 0.5504
336/849, train_loss: 0.4833
337/849, train_loss: 0.6245
338/849, train_loss: 0.8220
339/849, train_loss: 0.6117
340/849, train_loss: 0.8044
341/849, train_loss: 0.8088
342/849, train_loss: 0.5660
343/849, train_loss: 0.5046
344/849, train_loss: 0.6221
345/849, train_loss: 0.7656
346/849, train_loss: 0.5168
347/849, train_loss: 0.8481
348/849, train_loss: 0.6191
349/849, train_loss: 0.6924
350/849, train_loss: 0.8572
351/849, train_loss: 0.7493
352/849, train_loss: 0.7056
353/849, train_loss: 0.7115
354/849, train_loss: 0.6724
355/849, train_loss: 0.7163
356/849, train_loss: 0.6731
357/849, train_loss: 0.5598
358/849, train_loss: 1.0068
359/849, train_loss: 0.5533
360/849, train_loss: 0.5896
361/849, train_loss: 0.6433
362/849, train_loss: 0.7078
363/849, train_loss: 0.5045
364/849, train_loss: 0.7219
365/849, train_loss: 0.5797
366/849, train_loss: 0.5612
367/849, train_loss: 0.6877
368/849, train_loss: 0.8906
369/849, train_loss: 0.7668
370/849, train_loss: 0.5427
371/849, train_loss: 0.7332
372/849, train_loss: 0.5239
373/849, train_loss: 0.4346
374/849, train_loss: 0.6627
375/849, train_loss: 0.5675
376/849, train_loss: 0.5616
377/849, train_loss: 0.9148
378/849, train_loss: 0.5985
379/849, train_loss: 0.9021
380/849, train_loss: 1.1084
381/849, train_loss: 0.8779
382/849, train_loss: 0.5532
383/849, train_loss: 0.6895
384/849, train_loss: 0.5533
385/849, train_loss: 0.5142
386/849, train_loss: 0.8389
387/849, train_loss: 0.5359
388/849, train_loss: 0.8826
389/849, train_loss: 0.8831
390/849, train_loss: 0.7405
391/849, train_loss: 0.7402
392/849, train_loss: 0.6177
393/849, train_loss: 0.6489
394/849, train_loss: 0.5698
395/849, train_loss: 0.5507
396/849, train_loss: 0.5780
397/849, train_loss: 0.8904
398/849, train_loss: 0.7131
399/849, train_loss: 0.7510
400/849, train_loss: 0.7617
401/849, train_loss: 0.5519
402/849, train_loss: 0.7454
403/849, train_loss: 0.5934
404/849, train_loss: 0.5992
405/849, train_loss: 0.8208
406/849, train_loss: 0.8250
407/849, train_loss: 0.6956
408/849, train_loss: 0.6182
409/849, train_loss: 0.6743
410/849, train_loss: 0.7109
411/849, train_loss: 0.8921
412/849, train_loss: 0.3035
413/849, train_loss: 0.6714
414/849, train_loss: 0.8003
415/849, train_loss: 0.4637
416/849, train_loss: 0.6816
417/849, train_loss: 0.6907
418/849, train_loss: 0.6597
419/849, train_loss: 0.7368
420/849, train_loss: 0.5179
421/849, train_loss: 0.7695
422/849, train_loss: 0.7861
423/849, train_loss: 0.7510
424/849, train_loss: 0.7070
425/849, train_loss: 0.7827
426/849, train_loss: 0.8616
427/849, train_loss: 0.6577
428/849, train_loss: 0.4716
429/849, train_loss: 0.4363
430/849, train_loss: 0.6365
431/849, train_loss: 0.4657
432/849, train_loss: 1.0170
433/849, train_loss: 0.7268
434/849, train_loss: 0.8081
435/849, train_loss: 0.5571
436/849, train_loss: 0.3984
437/849, train_loss: 0.8755
438/849, train_loss: 0.8474
439/849, train_loss: 0.5857
440/849, train_loss: 0.7798
441/849, train_loss: 0.5067
442/849, train_loss: 0.6594
443/849, train_loss: 0.6499
444/849, train_loss: 0.7583
445/849, train_loss: 0.5703
446/849, train_loss: 0.7629
447/849, train_loss: 0.5029
448/849, train_loss: 0.6885
449/849, train_loss: 1.0454
450/849, train_loss: 0.7419
451/849, train_loss: 0.2661
452/849, train_loss: 0.7737
453/849, train_loss: 0.6339
454/849, train_loss: 0.5463
455/849, train_loss: 0.6179
456/849, train_loss: 0.5409
457/849, train_loss: 0.8242
458/849, train_loss: 0.8250
459/849, train_loss: 0.5658
460/849, train_loss: 0.8374
461/849, train_loss: 0.6089
462/849, train_loss: 0.8992
463/849, train_loss: 0.7019
464/849, train_loss: 0.7495
465/849, train_loss: 0.6877
466/849, train_loss: 0.8438
467/849, train_loss: 0.6113
468/849, train_loss: 0.5913
469/849, train_loss: 0.7131
470/849, train_loss: 0.6926
471/849, train_loss: 0.5009
472/849, train_loss: 0.7275
473/849, train_loss: 0.7112
474/849, train_loss: 0.7122
475/849, train_loss: 0.6821
476/849, train_loss: 0.6575
477/849, train_loss: 0.6978
478/849, train_loss: 0.3806
479/849, train_loss: 0.6123
480/849, train_loss: 0.7917
481/849, train_loss: 0.5413
482/849, train_loss: 0.9294
483/849, train_loss: 0.6687
484/849, train_loss: 0.5916
485/849, train_loss: 0.5305
486/849, train_loss: 0.8120
487/849, train_loss: 0.8740
488/849, train_loss: 0.5427
489/849, train_loss: 0.6621
490/849, train_loss: 0.5588
491/849, train_loss: 0.8728
492/849, train_loss: 0.7019
493/849, train_loss: 0.3687
494/849, train_loss: 0.8613
495/849, train_loss: 0.3717
496/849, train_loss: 0.4604
497/849, train_loss: 0.9348
498/849, train_loss: 0.5681
499/849, train_loss: 0.8638
500/849, train_loss: 0.6522
501/849, train_loss: 0.8601
502/849, train_loss: 0.6064
503/849, train_loss: 0.5609
504/849, train_loss: 0.5720
505/849, train_loss: 0.6051
506/849, train_loss: 0.8003
507/849, train_loss: 0.5024
508/849, train_loss: 0.4360
509/849, train_loss: 0.7583
510/849, train_loss: 0.6753
511/849, train_loss: 0.7363
512/849, train_loss: 0.7329
513/849, train_loss: 0.7397
514/849, train_loss: 0.7485
515/849, train_loss: 0.7554
516/849, train_loss: 0.5024
517/849, train_loss: 0.6556
518/849, train_loss: 0.6056
519/849, train_loss: 0.5276
520/849, train_loss: 0.8037
521/849, train_loss: 0.2281
